TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6
2994325,0,237685,59,W,7919,194,150,mastercard,166,debit,87,1342,,gmail.com,,2,2,0,0,0,1,0,0,1,0,1,0,3,2,29,29,0,,,,,,,0,,,,,,T,T,T,M0,F,F
2994326,0,237690,269.95,W,16659,170,150,visa,226,credit,87,2213,,,,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,F,F,,,F
2994327,0,237703,25,S,7978,562,150,mastercard,219,credit,87,,,,gmail.com,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,,,,,,,409.75,0.75,,,,,,,,,,,,
2994328,0,237716,39,W,17197,573,143,mastercard,224,debit,87,,,gmail.com,,1,1,0,0,0,2,0,0,0,0,1,0,2,1,2,2,2,,,,,,,2,,,,,,,,,M0,F,F
2994329,0,237720,117,W,12501,490,150,visa,226,debit,87,,,icloud.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M0,T,T
2994330,0,237729,280,W,7585,553,150,visa,226,credit,87,,,msn.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,M0,F,T
2994331,0,237739,15,W,7919,194,150,mastercard,166,debit,87,,,yahoo.com,,2,1,0,0,0,2,0,0,1,0,1,0,10,1,385,332,119,385,119,,,,,385,,,,,,,,,M0,T,T
2994332,0,237776,209.95,W,9728,555,150,visa,226,debit,87,19,,,,2,3,0,0,1,1,0,0,1,0,2,0,19,2,482,482,27,,,,,,,482,390,,,,482,T,T,T,,,T
2994333,0,237783,300,W,14785,555,150,visa,226,debit,87,,,gmail.com,,8,7,0,0,9,6,0,0,4,0,6,0,49,7,282,282,7,,,,,,,445,,,,,,,,,,,F
2994334,0,237785,100,H,10655,396,150,mastercard,219,debit,87,,,anonymous.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,74.75,0.75,,,,,,,,,,,,
2994335,0,237791,117,W,9480,476,150,visa,226,debit,87,115,,gmail.com,,2,1,0,0,1,1,0,0,1,0,1,0,2,2,180,,,,,,,,,2,,,,,,T,T,T,M0,F,T
2994336,0,237791,117,W,2846,143,150,visa,226,debit,87,,,icloud.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,F,M0,F,F
2994337,0,237795,59,W,1974,111,150,visa,226,debit,87,,,aol.com,,2,2,0,0,0,2,0,0,3,0,1,0,10,2,472,472,17,460,17,,,,,114,,,,,472,,,,M0,F,T
2994338,0,237808,35.95,W,14754,555,150,visa,226,debit,87,0,,gmail.com,,3,1,0,0,1,2,0,0,1,0,1,0,11,3,146,146,32,,,,,,,254,,,,,,T,T,T,,,F
2994339,0,237818,49,W,1741,517,150,mastercard,224,debit,87,8,,,,4,4,0,0,5,3,0,0,5,0,4,0,39,3,475,475,7,,,,,,,475,425,,,,475,T,T,T,M0,T,T
2994340,0,237827,54.5,W,12695,490,150,visa,226,debit,87,129,,,,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,0,,,,,,T,T,T,M0,F,F
2994341,0,237843,82,W,13151,531,150,mastercard,229,debit,87,42,,yahoo.com,,4,2,0,0,0,3,0,0,3,0,2,0,19,4,36,36,0,,,,,,,477,,,,,,T,T,T,M1,T,T
2994342,0,237860,60,W,3094,276,150,visa,226,debit,87,,,icloud.com,,6,8,0,0,8,4,0,0,4,0,3,0,55,5,16,,2,285,3,,,,,41,,,,,285,,,,M0,T,F
2994343,0,237865,549.99,W,16659,170,150,visa,226,credit,87,,,yahoo.com,,2,2,0,0,0,1,0,0,1,0,1,0,2,2,0,,,,,,,,,0,,,,,,,,,M0,F,T
2994344,0,237881,226,W,9500,321,150,visa,226,debit,87,,,yahoo.com,,2,2,0,0,0,1,0,0,2,0,1,0,8,2,90,90,23,,,,,,,483,,,,,,T,T,F,M0,T,T
2994345,0,237908,44,W,7919,194,150,mastercard,166,debit,87,176,,,,2,2,0,0,0,0,0,0,2,0,2,0,14,1,482,301,1,,,,,,,75,301,,,,482,T,T,T,M0,T,F
2994346,0,237909,39.95,W,12839,321,150,visa,226,debit,87,,,,,1,1,0,0,1,0,0,0,0,0,1,0,3,1,9,9,7,,,,,,,10,,,,,,,,,,,F
2994347,0,237921,50,H,8140,453,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,0,,,,,,,
2994348,0,237926,25,S,11207,361,150,visa,226,debit,87,,,,gmail.com,3,5,0,2,0,0,0,12,0,38,1,0,22,1,86,86,,,,,,,,,,,,,,,,,,,
2994349,0,237941,25,H,2616,327,150,discover,102,credit,87,,,hotmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,281.75,0.75,,,,,,,,,,,,
2994350,0,237942,23.95,W,12544,321,150,visa,226,debit,87,19,,aol.com,,108,85,0,0,83,68,0,0,56,0,66,0,388,85,348,348,1,348,1,,,,,65,348,,,,348,T,T,T,,,T
2994351,0,237942,117,W,17055,393,150,mastercard,117,debit,87,1,,comcast.net,,2,4,0,0,0,2,0,0,1,0,1,0,65,2,191,191,48,480,48,,,,,186,461,,,,486,T,T,T,M0,F,T
2994352,0,237968,12.084,C,3154,408,185,mastercard,224,debit,,,,hotmail.com,hotmail.com,4,10,0,2,0,2,2,8,0,9,1,1,10,4,267,267,183,,,,,,,0,,,,,,,,,M2,,
2994353,0,237973,70,H,10486,514,150,mastercard,219,credit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2994354,0,237977,479.11,W,10616,583,150,visa,226,credit,87,38,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,,,T
2994355,0,237977,554,W,7207,111,150,visa,226,debit,87,9,,gmail.com,,2,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,14,14,,,,,14,14,,,,14,T,T,T,M0,F,T
2994356,0,238016,29,W,9112,250,150,visa,226,debit,87,,,gmail.com,,1,2,0,0,0,1,0,0,1,0,1,0,1,1,315,,315,,,,,,,0,,,,,,T,T,F,M0,F,F
2994357,0,238024,77,W,17289,555,150,visa,195,debit,87,11,,yahoo.com,,6,1,0,0,0,4,0,0,1,0,1,0,7,4,0,,,,,,,,,260,,,,,,T,T,T,M1,F,T
2994358,0,238025,46.5,W,5492,113,150,visa,226,debit,87,,,yahoo.com,,13,10,0,0,5,9,0,0,6,0,7,0,45,8,330,330,286,,,,,,,0,,,,,,T,T,T,M0,F,T
2994359,0,238027,43.51,W,1726,369,150,mastercard,224,debit,87,4,,,,2,1,0,0,1,0,0,0,2,0,1,0,3,2,56,56,56,,,,,,,56,,,,,56,T,T,F,,,T
2994360,0,238032,60,H,5329,555,150,american express,199,debit,87,,,yahoo.com,,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,,,,,,,225.75,0.75,,,,,,,,,,,,
2994361,0,238033,39,W,12598,111,150,visa,166,debit,87,0,,,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M1,T,T
2994362,0,238055,60,H,5329,555,150,american express,199,debit,87,,,yahoo.com,,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,,,,,,,225.75,0.75,,,,,,,,,,,,
2994363,0,238065,554,W,7508,321,150,visa,226,debit,87,,,,,1,2,0,0,0,2,0,0,2,0,2,0,2,1,9,9,9,,,,,,,0,,,,,,T,T,T,M0,T,T
2994364,0,238067,226,W,17188,321,150,visa,226,debit,87,0,,ymail.com,,2,2,0,0,0,1,0,0,1,0,1,0,2,2,0,,,,,,,,,0,446,,,,479,T,T,T,M0,T,T
2994365,0,238072,117,W,7919,194,150,mastercard,166,debit,87,6,,gmail.com,,3,2,0,0,0,1,0,0,2,0,2,0,4,3,31,31,31,,,,,,,31,,,,,,T,T,T,M0,F,F
2994366,0,238076,50,S,17458,507,150,visa,226,debit,87,,,,scranton.edu,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,,,,,,,62.75,0.75,0,,,,0,0,,,,,,
2994367,0,238083,357.95,W,17399,111,150,mastercard,224,debit,87,,,gmail.com,,3,2,0,0,1,1,0,0,1,0,2,0,3,3,0,,,,,,,,,0,,,,,,T,T,F,,,T
2994368,0,238102,108.5,W,17131,111,150,mastercard,224,debit,87,,,,,2,1,0,0,0,2,0,0,1,0,1,0,13,2,0,,,,,,,,,482,,,,,,,,,M0,T,T
2994369,0,238104,47.95,W,15497,490,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,,,F
2994370,0,238124,30.95,W,12449,174,150,mastercard,117,debit,87,,,att.net,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,,,T
2994371,0,238168,110,W,2772,512,150,visa,226,debit,87,,,,,5,4,0,0,2,6,0,0,3,0,4,0,15,5,1,1,0,,,,,,,1,,,,,,,,,M0,F,F
2994372,0,238182,50,H,2455,321,150,visa,226,credit,87,,,anonymous.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,70.75,0.75,,,,,,,,,,,,
2994373,0,238207,67.95,W,12839,321,150,visa,226,debit,87,32,,gmail.com,,3,4,0,0,1,1,0,0,2,0,2,0,8,3,24,24,24,,,,,,,24,,,,,,T,T,T,,,F
2994374,0,238212,97.99,W,9992,455,150,mastercard,126,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,M0,F,F
2994375,0,238215,150,H,8131,583,150,mastercard,224,credit,87,,,twc.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2994376,0,238218,44,W,10023,111,150,visa,226,debit,87,,,gmail.com,,1,5,0,0,0,2,0,0,1,0,1,0,5,1,39,39,15,,,,,,,0,,,,,,,,,M0,F,F
2994377,0,238250,554,W,15066,170,150,mastercard,102,credit,87,,,gmail.com,,2,1,0,0,0,1,0,0,1,0,1,0,2,1,14,14,14,,,,,,,14,,,,,,,,,M0,F,T
2994378,0,238257,77,W,3094,276,150,visa,226,debit,87,,,icloud.com,,6,8,0,0,8,4,0,0,4,0,3,0,55,5,16,,0,285,0,,,,,41,,,,,285,,,,M0,T,F
2994379,1,238269,14.138,C,14276,177,185,mastercard,137,credit,,,,hotmail.com,hotmail.com,131,174,0,33,0,33,33,77,0,37,83,83,13,11,0,,,338,338,338,338,,,0,,338,,16,,,,,M2,,
2994380,0,238294,77,W,12839,321,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M0,F,F
2994381,0,238353,58.95,W,1444,490,150,visa,166,debit,87,172,,gmail.com,,10,10,0,0,6,16,0,0,6,0,7,0,49,8,76,76,1,,,,,,,1,,,,,,T,T,T,,,
2994382,1,238378,14.138,C,8755,500,185,mastercard,224,credit,,,,hotmail.com,hotmail.com,132,174,0,33,0,33,33,77,0,37,83,83,13,11,0,,,338,0,338,0,0.75,0.75,0,,338,,16,,,,,M2,,
2994383,0,238383,39,W,11207,361,150,visa,226,debit,87,,,yahoo.com,,3,4,0,0,0,3,0,0,1,0,1,0,9,3,245,245,7,459,5,,,,,459,,,,,245,,,,M0,F,T
2994384,0,238390,39,W,8868,205,150,visa,166,debit,87,1,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M0,T,F
2994385,0,238401,77,W,16132,111,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M0,F,T
2994386,0,238427,100,W,5291,442,150,visa,226,debit,87,,,,,2,2,0,0,1,0,0,0,1,0,1,0,14,2,438,438,37,,,,,,,438,,,,,,,,,,,
2994387,0,238448,226,W,8406,264,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,M1,T,F
2994388,0,238476,115,W,11839,490,150,visa,226,debit,87,,,gmail.com,,5,7,0,0,0,4,0,0,5,0,4,0,39,3,329,329,2,12,2,,,,,326,,,,,330,,,,M1,T,F
2994389,0,238480,24.5,W,8695,170,150,visa,226,credit,87,,,yahoo.com,,6,1,0,0,0,4,0,0,1,0,1,0,8,4,252,252,31,,,,,,,260,,,,,,,,,M1,F,T
2994390,0,238512,67.95,W,12365,390,150,mastercard,224,debit,87,6,,yahoo.com,,11,5,0,0,1,7,0,0,5,0,6,0,60,9,124,124,62,,,,,,,483,,,,,,T,T,F,,,F
2994391,0,238530,71.416,C,11217,555,213,mastercard,126,debit,,,,gmail.com,gmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,,,,,181.75,0.75,0,,,,,,,,,M2,,
2994392,0,238531,57.95,W,12695,490,150,visa,226,debit,87,5,,gmail.com,,20,18,0,0,14,12,0,0,10,0,14,0,58,15,114,114,19,111,3,,,,,0,111,,,,115,T,T,T,,,F
2994393,0,238550,77.95,W,7919,194,150,mastercard,166,debit,87,,,yahoo.com,,12,11,0,0,1,10,0,0,12,0,7,0,20,7,113,26,27,,,,,,,0,,,,,,T,T,F,,,F
2994394,0,238584,58.95,W,12839,321,150,visa,226,debit,87,,,,,1,1,0,0,1,0,0,0,0,0,1,0,2,1,12,12,12,,,,,,,12,,,,,,,,,,,F
2994395,0,238592,44,W,12211,298,150,visa,226,debit,87,,,,,1,1,0,0,0,0,0,0,1,0,1,0,3,1,155,155,1,,,,,,,156,,,,,,,,,M0,F,T
2994396,0,238593,150,W,12467,555,150,visa,226,debit,87,16,,,,1,1,0,0,0,2,0,0,1,0,3,0,21,1,197,197,3,,,,,,,197,,,,,197,T,T,F,M0,T,
2994397,0,238599,103.97,W,11207,361,150,visa,226,debit,87,5,,gmail.com,,8,12,0,0,3,3,0,0,6,0,8,0,34,7,0,,,168,106,,,,,0,,,,,136,T,T,T,,,F
2994398,0,238617,50,W,17188,321,150,visa,226,debit,87,,,yahoo.com,,2,1,0,0,0,1,0,0,0,0,1,0,10,2,6,6,2,,,,,,,483,,,,,,,,,M0,F,
2994399,0,238621,53.97,W,15416,555,150,visa,226,debit,87,,,,,8,8,0,0,2,11,0,0,6,0,5,0,40,6,182,182,1,,,,,,,82,,,,,182,,,,,,T
2994400,0,238639,30.814,C,10568,204,185,visa,226,credit,,,,hotmail.com,hotmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,,,,,,,0,,,,,,,,,M0,,
2994401,0,238667,59,W,6338,555,150,visa,226,debit,87,,,,,1,2,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,,,,,,,0,,,,,,,,,M0,T,T
2994402,0,238670,171,W,6319,111,150,visa,195,debit,87,669,,hotmail.com,,8,13,0,0,2,6,0,0,7,0,6,0,55,5,61,61,4,163,6,,,,,0,4,,,,441,T,T,T,M0,T,F
2994403,0,238680,14.682,C,5583,103,185,visa,226,credit,,,,hotmail.com,hotmail.com,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,,,,,,,,,0,,,,,,,,,M2,,
2994404,0,238708,226,W,7919,194,150,mastercard,166,debit,87,46,,,,1,2,0,0,0,1,0,0,2,0,2,0,12,1,183,183,1,,,,,,,184,155,,,,184,T,T,T,M0,T,F
2994405,0,238754,83.95,W,12789,338,150,visa,226,debit,87,12,,,,1,2,0,0,1,1,0,0,2,0,1,0,12,1,369,369,25,,,,,,,116,,,,,,T,T,T,,,T
2994406,0,238767,57.95,W,9112,250,150,visa,226,debit,87,411,,gmail.com,,2,3,0,0,1,2,0,0,3,0,2,0,14,2,397,397,29,,,,,,,217,,,,,,T,T,T,,,F
2994407,0,238768,312.95,W,5291,442,150,visa,226,debit,87,8,,gmail.com,,108,94,0,0,78,68,0,0,61,0,66,0,446,89,0,,,,,,,,,0,,,,,,T,T,T,,,T
2994408,0,238775,59,W,8528,215,150,visa,226,debit,87,0,,gmail.com,,2,2,0,0,0,1,0,0,1,0,1,0,2,2,0,,,,,,,,,0,,,,,,T,T,T,M0,T,F
2994409,0,238780,390,W,9002,453,150,visa,226,debit,87,,,msn.com,,2,1,0,0,0,1,0,0,1,0,1,0,3,2,0,,,,,,,,,32,,,,,,,,,M0,F,
2994410,0,238796,80,W,11145,460,150,mastercard,224,debit,87,,,,,10,14,0,0,7,7,0,0,4,0,8,0,47,10,481,481,31,,,,,,,299,,,,,482,,,,,,T
2994411,0,238797,50,H,2249,343,150,visa,195,credit,87,,,anonymous.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,447.75,0.75,,,,,,,,,,,,
2994412,0,238833,1044.95,W,10616,583,150,visa,226,credit,87,4,,yahoo.com,,9,9,0,0,3,4,0,0,8,0,7,0,12,8,9,8,8,,,,,,,0,,,,,,T,T,F,,,T
2994413,0,238853,54.5,W,15416,555,150,visa,226,debit,87,15,,,,8,8,0,0,2,11,0,0,6,0,5,0,41,6,182,182,0,,,,,,,82,182,,,,182,T,T,T,M0,T,T
2994414,0,238855,226,W,5133,555,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,F,M0,F,F
2994415,0,238872,15,W,7919,194,150,mastercard,166,debit,87,,,gmail.com,,1,2,0,0,0,1,0,0,2,0,1,0,10,1,365,365,1,,,,,,,1,,,,,,,,,M0,T,T
2994416,0,238887,120.5,W,2772,512,150,visa,226,debit,87,,,,,5,4,0,0,2,6,0,0,3,0,4,0,15,5,1,1,0,,,,,,,1,,,,,,,,,M0,F,F
2994417,0,238900,103.97,W,4002,527,150,visa,226,debit,87,,,,,3,3,0,0,2,2,0,0,3,0,2,0,44,3,475,475,7,,,,,,,486,,,,,486,,,,,,T
2994418,0,238911,200,R,18054,512,150,mastercard,219,credit,87,,,yahoo.com,yahoo.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2994419,0,238919,57.95,W,5724,420,150,mastercard,117,debit,87,6,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,6,1,398,398,38,399,89,,,,,399,399,,,,399,T,T,T,,,T
2994420,0,238964,30.95,W,17188,321,150,visa,226,debit,87,2,,gmail.com,,3,2,0,0,9,2,0,0,3,0,2,0,80,2,478,478,5,,,,,,,478,462,,,,478,T,T,T,,,F
2994421,0,238976,40,H,15631,555,150,visa,226,debit,87,,,ymail.com,live.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2994422,0,239021,52.95,W,15986,360,150,mastercard,229,debit,87,,,gmail.com,,5,3,0,0,1,2,0,0,1,0,1,0,14,4,93,93,44,,,,,,,31,,,,,,,,,,,F
2994423,0,239026,107.95,W,12695,490,150,visa,226,debit,87,3,,,,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,,,T
2994424,0,239033,57.95,W,18132,567,150,mastercard,117,debit,87,2,,,,5,6,0,0,4,6,0,0,3,0,5,0,21,5,92,92,26,,,,,,,0,0,,,,0,T,T,T,,,F
2994425,0,239067,117,W,16132,111,150,visa,226,debit,87,1641,,yahoo.com,,2,2,0,0,0,2,0,0,3,0,2,0,3,2,198,198,198,,,,,,,198,0,,,,198,T,T,T,M0,F,F
2994426,0,239070,118.19,W,9500,321,150,visa,226,debit,87,2,,,,1,1,0,0,0,0,0,0,1,0,1,0,2,1,23,23,23,,,,,,,23,,,,,,T,T,T,M1,F,F
2994427,0,239080,80,W,7815,161,150,mastercard,117,debit,87,,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,5,1,29,29,1,,,,,,,29,,,,,,,,,M0,T,F
2994428,0,239090,554,W,9002,453,150,visa,226,debit,87,,,msn.com,,2,1,0,0,0,1,0,0,1,0,1,0,3,2,0,0,0,,,,,,,32,,,,,,,,,M0,T,
2994429,0,239133,100,W,4141,404,150,mastercard,102,credit,87,,,comcast.net,,6,3,0,0,1,2,0,0,1,0,3,0,11,4,216,216,36,244,30,,,,,244,,,,,244,,,,,,T
2994430,0,239142,77.217,C,9633,130,185,visa,138,debit,,,,hotmail.com,hotmail.com,2,5,0,2,0,2,2,1,0,1,2,2,1,1,340,,341,,,,,,,0,,,,,,,,,M2,,
2994431,0,239143,57.95,W,7919,194,150,mastercard,166,debit,87,3,,,,148,151,0,0,105,81,0,0,49,0,120,0,292,73,0,,,,,,,,,425,,,,,,T,T,T,,,F
2994432,0,239146,87,W,12544,321,150,visa,226,debit,87,17,,gmail.com,,4,3,0,0,0,2,0,0,2,0,3,0,33,3,0,,,465,4,,,,,315,427,,,,465,T,T,T,M0,F,
2994433,0,239146,335,W,15406,170,150,visa,226,credit,87,,,anonymous.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M0,T,
2994434,0,239179,59,W,9500,321,150,visa,226,debit,87,,,ymail.com,,3,6,0,0,3,4,0,0,2,0,2,0,41,3,0,,,0,,,,,,0,,,,,0,,,,M1,F,T
2994435,0,239183,39,W,1444,490,150,visa,166,debit,87,41,,,,1,3,0,0,0,0,0,0,1,0,1,0,6,1,43,43,0,,,,,,,0,,,,,,T,T,T,M0,F,F
2994436,0,239232,17.401,C,10568,204,185,visa,226,credit,,,,hotmail.com,hotmail.com,1,2,0,2,0,2,2,0,0,0,2,2,2,1,273,273,273,,,,,,,0,,,,,,,,,M2,,
2994437,0,239247,30,W,15627,239,150,mastercard,224,debit,87,,,aol.com,,13,8,0,0,4,6,0,0,5,0,6,0,33,8,332,332,27,,,,,,,453,,,,,453,,,,,,T
2994438,0,239259,26.95,W,2884,490,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,3,1,30,30,15,,,,,,,30,,,,,,,,,,,F
2994439,0,239273,50,W,9197,555,150,mastercard,117,debit,87,,,yahoo.com,,7,6,0,0,3,5,0,0,3,0,5,0,40,6,460,460,29,460,29,,,,,460,,,,,460,,,,,,T
2994440,0,239286,100,W,9500,321,150,visa,226,debit,87,,,,,8,7,0,0,4,11,0,0,4,0,7,0,46,8,457,457,28,,,,,,,457,,,,,457,,,,,,T
2994441,0,239327,34.95,W,18018,452,150,mastercard,117,debit,87,,,,,3,2,0,0,1,2,0,0,0,0,1,0,4,2,0,,,,,,,,,0,,,,,,,,,,,F
2994442,0,239382,117,W,16752,493,150,mastercard,224,debit,87,7,,gmail.com,,1,2,0,0,0,1,0,0,1,0,1,0,18,1,115,115,4,,,,,,,75,,,,,,T,T,T,M0,F,F
2994443,1,239392,60,W,13108,215,150,visa,226,debit,87,,,,,1,1,0,0,1,0,0,0,2,0,1,0,5,1,38,38,11,,,,,,,39,,,,,39,T,T,F,,,F
2994444,0,239394,39,W,9500,321,150,visa,226,debit,87,,,gmail.com,,2,1,0,0,0,1,0,0,1,0,1,0,2,2,0,,,,,,,,,455,,,,,,T,T,T,M0,F,F
2994445,0,239409,78.97,W,5492,113,150,visa,226,debit,87,10,,,,159,148,0,0,138,109,0,0,88,0,119,0,517,138,0,,,,,,,,,374,297,,,,140,T,T,T,,,T
2994446,0,239416,50,H,17832,210,150,visa,226,credit,87,,,verizon.net,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,0,,,,0,,,,,0,,,,,,
2994447,0,239420,50,H,3178,490,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,53.75,0.75,,,,,,,,,,,,
2994448,0,239423,107,W,7508,321,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,0,,,,,,,,,M0,F,F
2994449,0,239432,44.95,W,15596,555,150,visa,226,debit,87,,,,,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,,,F
2994450,0,239446,150,H,3278,453,150,visa,226,debit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2994451,0,239447,59,W,9390,555,150,visa,226,debit,87,,,,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M0,F,F
2994452,0,239449,25,W,17593,555,150,visa,226,debit,87,7,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,4,1,64,64,2,65,2,,,,,65,65,,,,65,T,T,T,M1,F,F
2994453,0,239474,57.95,W,8335,532,150,mastercard,224,debit,87,19,,gmail.com,,3,6,0,0,5,3,0,0,3,0,1,0,24,3,394,394,59,394,1,,,,,63,60,,,,,T,F,F,,,F
2994454,0,239482,50,W,16661,490,150,visa,226,debit,87,3,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,5,1,55,55,2,,,,,,,56,,,,,,T,T,T,,,T
2994455,0,239486,107,W,13307,428,150,visa,166,debit,87,330,,gmail.com,,5,3,0,0,1,1,0,0,1,0,2,0,5,5,0,,,458,100,,,,,143,143,,,,458,T,T,T,M0,T,F
2994456,0,239505,25,W,7919,194,150,mastercard,166,debit,87,14,,yahoo.com,,3,2,0,0,1,3,0,0,2,0,2,0,9,3,62,62,28,,,,,,,62,,,,,,T,T,T,,,F
2994457,0,239530,117,W,8199,420,150,mastercard,224,debit,87,32,,gmail.com,,1,3,0,0,0,1,0,0,1,0,1,0,8,1,143,143,14,143,14,,,,,63,143,,,,143,T,T,T,M1,T,F
2994458,0,239560,40,H,15007,583,150,visa,226,credit,87,,,anonymous.com,anonymous.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,23.75,0.75,,,,,,,,,,,,
2994459,0,239569,30,W,12581,453,150,visa,226,debit,87,,,icloud.com,,1,1,0,0,0,1,0,0,1,0,1,0,6,1,86,86,4,86,4,,,,,86,,,,,86,,,,M0,F,F
2994460,0,239571,100,R,1078,512,150,visa,226,debit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,97.75,0.75,,,,,,,,,,,,
2994461,0,239572,80,W,7815,161,150,mastercard,117,debit,87,,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,5,1,29,29,0,,,,,,,29,,,,,,,,,M0,T,F
2994462,1,239615,265,W,11106,100,150,visa,226,credit,87,,,hotmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,0,,,,M0,F,F
2994463,0,239635,221.99,W,17541,,150,visa,226,debit,87,,,hotmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,2,1,51,51,51,,,,,,,51,,,,,,,,,M0,F,T
2994464,0,239640,75,S,12839,321,150,visa,226,debit,87,,4,,yahoo.com,6,9,0,1,0,0,0,8,0,6,4,0,34,6,0,,,,,,,298.75,0.75,,,,,,,,,,,,
2994465,0,239648,46.765,C,1164,545,185,visa,137,debit,,,,gmail.com,gmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,,,,,,,0,,,,,,,,,M2,,
